hbp1_15_1,1063,180,0.0000,0.0000,2.9746,
hbp1_15_2,641,286,0.0000,0.0000,0.7109,
hbp1_15_3,1227,697,0.0000,0.0000,5.2664,
hbp1_15_4,2128,528,0.0000,0.0000,2.4769,
hbp1_15_5,705,106,12.3000,0.0000,0.5589,
hbp1_15_6,426,168,0.0000,0.0000,0.1966,
hbp1_15_7,410,152,5.4000,0.0000,2.8996,
hbp1_15_8,1336,255,0.0000,0.0000,1.6282,
hbp1_15_9,4027,1154,0.0000,0.0000,6.5759,
hbp1_15_10,437,191,0.0000,0.0000,0.1805,
hbp1_30_1,892,164,0.0000,0.0000,0.8918,
hbp1_30_2,230,73,2.2500,0.0000,0.6833,
hbp1_30_3,1962,403,0.0000,0.0000,7.4535,
hbp1_30_4,650,316,0.0000,0.0000,3.1118,
hbp1_30_5,1517,277,0.0000,0.0000,0.3097,
hbp1_30_6,1447,296,0.0000,0.0000,5.2400,
hbp1_30_7,283,97,0.0000,0.0000,0.4479,
hbp1_30_8,1628,319,0.0000,0.0000,0.3546,
hbp1_30_9,531,241,0.0000,0.0000,0.2423,
hbp1_30_10,271,93,0.0000,0.0000,0.1038,
hbp2_15_1,4335,994,0.0000,0.0000,5.4086,
hbp2_15_2,1441,252,0.0000,0.0000,9.1912,
hbp2_15_3,2471,491,0.0000,0.0000,1.5849,
hbp2_15_4,1387,639,0.0000,0.0000,5.3613,
hbp2_15_5,4305,1328,0.0000,0.0000,8.2877,
hbp2_15_6,3678,980,3.4000,0.0000,14.4416,
hbp2_15_7,2221,1224,0.0000,0.0000,12.0462,
hbp2_15_8,3013,872,0.0000,0.0000,12.5913,
hbp2_15_9,2290,724,0.0000,0.0000,3.9173,
hbp2_15_10,755,289,1.6500,0.0000,2.5973,
hbp2_30_1,2941,827,0.0000,0.0000,13.6516,
hbp2_30_2,2204,569,0.0000,0.0000,5.3417,
hbp2_30_3,3281,668,6.2000,0.0000,6.2435,
hbp2_30_4,1621,520,0.0000,0.0000,2.7249,
hbp2_30_5,6013,1585,0.0000,0.0000,23.8842,
hbp2_30_6,3376,1232,0.0000,0.0000,2.2341,
hbp2_30_7,3220,935,0.0000,0.0000,3.4690,
hbp2_30_8,1559,323,0.0000,0.0000,14.0615,
hbp2_30_9,2241,539,5.5500,0.0000,5.7621,
hbp2_30_10,2825,868,0.0000,0.0000,14.4908,
hbp3_15_1,5447,1348,0.0000,0.0000,45.1915,
hbp3_15_2,3844,939,0.0000,0.0000,22.2042,
hbp3_15_3,4904,1329,0.0000,0.0000,66.4182,
hbp3_15_4,7498,2079,0.0000,0.0000,364.6783,
hbp3_15_5,1989,943,0.0000,0.0000,4.9019,
hbp3_15_6,3384,878,0.0000,0.0000,18.2319,
hbp3_15_7,6777,1861,0.0500,0.0000,10.2784,
hbp3_15_8,4224,1568,0.0000,0.0000,9.0593,
hbp3_15_9,4624,1391,0.0000,0.0000,14.3990,
hbp3_15_10,2774,717,0.7000,1.0000,600.3028,
hbp3_30_1,2924,939,0.0000,0.0000,19.6681,
hbp3_30_2,5430,1179,0.0000,0.0000,12.8376,
hbp3_30_3,4819,1050,0.0000,0.0000,7.4579,
hbp3_30_4,1353,538,0.0000,0.0000,6.3442,
hbp3_30_5,4677,1100,0.0000,0.0000,13.6963,
hbp3_30_6,6323,1714,5.2500,0.0000,206.2011,
hbp3_30_7,8534,2351,0.0000,0.0000,105.1794,
hbp3_30_8,2196,639,0.5000,0.0000,6.5727,
hbp3_30_9,4361,1461,0.0000,0.0000,42.1500,
hbp3_30_10,2340,650,1.1000,0.0000,2.6703,
hbp4_15_1,8782,2010,0.0000,0.0000,138.6733,
hbp4_15_2,9288,2443,214.7500,1.0000,604.6307,
hbp4_15_3,6613,1471,0.0000,0.0000,76.6180,
hbp4_15_4,2751,969,7.6500,1.0000,601.4112,
hbp4_15_5,3677,1063,0.0000,0.0000,20.3878,
hbp4_15_6,2028,863,0.0000,0.0000,13.3627,
hbp4_15_7,3487,838,0.3000,1.0000,600.3279,
hbp4_15_8,3058,1001,0.0000,0.0000,15.2427,
hbp4_15_9,3847,819,7.0500,0.0000,81.4844,
hbp4_15_10,4839,1022,0.0000,0.0000,42.9835,
hbp4_30_1,5620,1296,0.0000,0.0000,56.8509,
hbp4_30_2,6193,1621,0.0000,0.0000,137.7157,
hbp4_30_3,2861,974,0.0000,0.0000,36.7996,
hbp4_30_4,3976,987,0.0000,0.0000,22.1134,
hbp4_30_5,5404,1419,0.0000,0.0000,347.7804,
hbp4_30_6,6598,1880,1.7000,0.0000,152.0794,
hbp4_30_7,3558,851,4.8000,0.0000,110.4449,
hbp4_30_8,11232,3434,
hbp4_30_9,9836,3407,0.0000,0.0000,115.5822,
hbp4_30_10,2594,734,0.0000,0.0000,17.5036,
hbp5_15_1,2249,922,2.2000,0.0000,67.0577,
hbp5_15_2,3467,1028,10.2000,0.0000,403.5607,
hbp5_15_3,8940,2538,0.0000,0.0000,107.9642,
hbp5_15_4,8827,2155,0.0000,0.0000,43.7114,
hbp5_15_5,5058,2028,0.0000,0.0000,17.9857,
hbp5_15_6,5979,1634,4.8000,0.0000,192.1477,
hbp5_15_7,8437,2593,17.1000,0.0000,407.2440,
hbp5_15_8,4446,1282,0.0000,0.0000,36.5951,
hbp5_15_9,4510,1064,6.9000,0.0000,136.5434,
hbp5_15_10,10071,2384,0.0000,0.0000,407.8643,
hbp5_30_1,7747,2115,0.0000,0.0000,281.2059,
hbp5_30_2,8462,2152,0.0000,0.0000,290.0589,
hbp5_30_3,5705,1604,1.2500,0.0000,24.0770,
hbp5_30_4,9399,2403,0.0000,0.0000,57.4038,
hbp5_30_5,3352,1571,4.0000,0.0000,152.7346,
hbp5_30_6,8661,2097,0.1000,1.0000,602.3731,
hbp5_30_7,7430,2171,0.0000,0.0000,466.8309,
hbp5_30_8,5923,1879,0.0000,0.0000,62.0848,
hbp5_30_9,9302,1975,0.0000,0.0000,166.7623,
hbp5_30_10,6680,1667,0.0000,0.0000,299.7202,
hbp1_15_1,1063,180,6.0000,0.0000,3.7762,
hbp1_15_2,641,286,2.0000,0.0000,0.9113,
hbp1_15_3,1227,697,3.0000,0.0000,6.8650,
hbp1_15_4,2128,528,4.0000,0.0000,4.7840,
hbp1_15_5,705,106,4.0000,0.0000,0.9916,
hbp1_15_6,426,168,2.0000,0.0000,0.5294,
hbp1_15_7,410,152,6.0000,0.0000,1.7221,
hbp1_15_8,1336,255,4.0000,0.0000,2.6323,
hbp1_15_9,4027,1154,4.0000,0.0000,13.8783,
hbp1_15_10,437,191,1.0000,0.0000,0.2930,
hbp1_30_1,892,164,2.0000,0.0000,1.0932,
hbp1_30_2,230,73,3.0000,0.0000,0.3687,
hbp1_30_3,1962,403,3.0000,0.0000,7.4484,
hbp1_30_4,650,316,3.0000,0.0000,2.2675,
hbp1_30_5,1517,277,1.0000,0.0000,0.6056,
hbp1_30_6,1447,296,3.0000,0.0000,5.3840,
hbp1_30_7,283,97,2.0000,0.0000,0.5626,
hbp1_30_8,1628,319,1.0000,0.0000,0.7840,
hbp1_30_9,531,241,1.0000,0.0000,0.4458,
hbp1_30_10,271,93,1.0000,0.0000,0.1659,
hbp2_15_1,4335,994,4.0000,0.0000,11.0697,
hbp2_15_2,1441,252,12.0000,0.0000,109.7966,
hbp2_15_3,2471,491,4.0000,0.0000,5.0470,
hbp2_15_4,1387,639,4.0000,0.0000,25.0632,
hbp2_15_5,4305,1328,4.0000,0.0000,17.9139,
hbp2_15_6,3678,980,5.0000,0.0000,18.1782,
hbp2_15_7,2221,1224,4.0000,0.0000,26.5364,
hbp2_15_8,3013,872,6.0000,0.3780,600.2147,
hbp2_15_9,2290,724,4.0000,0.0000,8.9288,
hbp2_15_10,755,289,4.0000,0.0000,3.4673,
hbp2_30_1,2941,827,4.0000,0.0000,40.9006,
hbp2_30_2,2204,569,3.0000,0.0000,17.4836,
hbp2_30_3,3281,668,3.0000,0.0000,9.9331,
hbp2_30_4,1621,520,2.0000,0.0000,4.7250,
hbp2_30_5,6013,1585,3.0000,0.0000,91.6673,
hbp2_30_6,3376,1232,1.0000,0.0000,4.7873,
hbp2_30_7,3220,935,2.0000,0.0000,6.7712,
hbp2_30_8,1559,323,6.0000,0.0000,18.6481,
hbp2_30_9,2241,539,4.0000,0.0000,83.3830,
hbp2_30_10,2825,868,4.0000,0.0000,89.4638,
hbp3_15_1,5447,1348,8.0000,0.3996,601.3913,
hbp3_15_2,3844,939,7.0000,0.4555,600.4161,
hbp3_15_3,4904,1329,9.0000,0.3159,600.8291,
hbp3_15_4,7498,2079,
hbp3_15_5,1989,943,4.0000,0.0000,11.8536,
hbp3_15_6,3384,878,9.0000,0.4023,600.9085,
hbp3_15_7,6777,1861,4.0000,0.0000,17.8446,
