hbp3_15_8,4224,1568,4.0000,0.0000,21.0508,
hbp3_15_9,4624,1391,5.0000,0.0000,30.0839,
hbp3_15_10,2774,717,11.0000,0.4142,600.4607,
hbp3_30_1,2924,939,4.0000,0.2500,600.4992,
hbp3_30_2,5430,1179,3.0000,0.0000,21.5008,
hbp3_30_3,4819,1050,3.0000,0.0000,10.9022,
hbp3_30_4,1353,538,4.0000,0.0000,369.0404,
hbp3_30_5,4677,1100,3.0000,0.0000,89.4318,
hbp3_30_6,6323,1714,8.0000,0.5000,600.5866,
hbp3_30_7,8534,2351,6.0000,0.5000,600.9715,
hbp3_30_8,2196,639,3.0000,0.0000,9.5408,
hbp3_30_9,4361,1461,4.0000,0.0000,155.3293,
hbp3_30_10,2340,650,2.0000,0.0000,3.8667,
hbp4_15_1,8782,2010,11.0000,0.3611,600.9159,
hbp4_15_2,9288,2443,
hbp4_15_3,6613,1471,12.0000,0.3631,601.5603,
hbp4_15_4,2751,969,18.0000,0.8333,601.1690,
hbp4_15_5,3677,1063,10.0000,0.0000,65.3887,
hbp4_15_6,2028,863,7.0000,0.0000,47.2869,
hbp4_15_7,3487,838,20.0000,0.7583,600.7007,
hbp4_15_8,3058,1001,9.0000,0.5066,600.2664,
hbp4_15_9,3847,819,25.0000,0.7601,600.6592,
hbp4_15_10,4839,1022,22.0000,0.7486,600.5573,
hbp4_30_1,5620,1296,12.0000,0.7500,600.6007,
hbp4_30_2,6193,1621,9.0000,0.6631,600.6941,
hbp4_30_3,2861,974,6.0000,0.3042,600.3521,
hbp4_30_4,3976,987,5.0000,0.2000,600.3460,
hbp4_30_5,5404,1419,14.0000,0.7857,602.6015,
hbp4_30_6,6598,1880,6.0000,0.4021,600.7634,
hbp4_30_7,3558,851,9.0000,0.5479,600.3382,
hbp4_30_8,11232,3434,
hbp4_30_9,9836,3407,4.0000,0.2500,601.6786,
hbp4_30_10,2594,734,5.0000,0.4000,600.5936,
hbp5_15_1,2249,922,14.0000,0.2979,601.3212,
hbp5_15_2,3467,1028,29.0000,0.7805,600.6439,
hbp5_15_3,8940,2538,11.0000,0.1120,602.5698,
hbp5_15_4,8827,2155,10.0000,0.1205,601.4790,
hbp5_15_5,5058,2028,6.0000,0.0000,160.1097,
hbp5_15_6,5979,1634,19.0000,0.5614,600.6803,
hbp5_15_7,8437,2593,22.0000,0.8636,601.8022,
hbp5_15_8,4446,1282,13.0000,0.4951,602.2823,
hbp5_15_9,4510,1064,25.0000,0.8800,601.1235,
hbp5_15_10,10071,2384,25.0000,0.8800,602.5109,
hbp5_30_1,7747,2115,11.0000,0.5924,600.9169,
hbp5_30_2,8462,2152,14.0000,0.6527,600.9339,
hbp5_30_3,5705,1604,4.0000,0.0000,63.4781,
hbp5_30_4,9399,2403,5.0000,0.0000,101.4057,
hbp5_30_5,3352,1571,10.0000,0.6425,600.6229,
hbp5_30_6,8661,2097,13.0000,0.7692,602.9896,
hbp5_30_7,7430,2171,
hbp5_30_8,5923,1879,6.0000,0.3068,601.8206,
hbp5_30_9,9302,1975,9.0000,0.5363,600.9194,
hbp5_30_10,6680,1667,
hbp1_15_1,1063,180,69.0000,0.0000,13.3857,
hbp1_15_2,641,286,30.0000,0.0000,1.2876,
hbp1_15_3,1227,697,33.0000,0.0000,23.3994,
hbp1_15_4,2128,528,46.0000,0.0000,14.1862,
hbp1_15_5,705,106,56.0000,0.0000,1.0134,
hbp1_15_6,426,168,18.0000,0.0000,0.3959,
hbp1_15_7,410,152,54.0000,0.0000,1.7459,
hbp1_15_8,1336,255,50.0000,0.0000,2.2455,
hbp1_15_9,4027,1154,32.0000,0.0000,12.3464,
hbp1_15_10,437,191,12.0000,0.0000,0.2373,
hbp1_30_1,892,164,52.0000,0.0000,7.6216,
hbp1_30_2,230,73,54.0000,0.0000,1.9709,
hbp1_30_3,1962,403,78.0000,0.0000,7.5526,
hbp1_30_4,650,316,42.0000,0.0000,10.3910,
hbp1_30_5,1517,277,24.0000,0.0000,0.5702,
hbp1_30_6,1447,296,75.0000,0.0000,23.6901,
hbp1_30_7,283,97,44.0000,0.0000,0.5647,
hbp1_30_8,1628,319,20.0000,0.0000,0.7815,
hbp1_30_9,531,241,13.0000,0.0000,0.4724,
hbp1_30_10,271,93,19.0000,0.0000,0.1806,
hbp2_15_1,4335,994,52.0000,0.0000,16.1745,
hbp2_15_2,1441,252,144.0000,0.0000,86.6367,
hbp2_15_3,2471,491,46.0000,0.0000,4.2089,
hbp2_15_4,1387,639,54.0000,0.0334,600.2947,
hbp2_15_5,4305,1328,49.0000,0.0000,158.1614,
hbp2_15_6,3678,980,63.0000,0.0000,417.1974,
hbp2_15_7,2221,1224,50.0000,0.0000,53.4552,
hbp2_15_8,3013,872,77.0000,0.2539,600.9673,
hbp2_15_9,2290,724,49.0000,0.0000,8.6566,
hbp2_15_10,755,289,52.0000,0.0000,3.3500,
hbp2_30_1,2941,827,87.0000,0.4054,600.3239,
hbp2_30_2,2204,569,68.0000,0.0400,600.9073,
hbp2_30_3,3281,668,68.0000,0.0000,22.3545,
hbp2_30_4,1621,520,49.0000,0.0000,42.3598,
hbp2_30_5,6013,1585,81.0000,0.2240,601.2075,
hbp2_30_6,3376,1232,27.0000,0.0000,3.9815,
hbp2_30_7,3220,935,54.0000,0.0000,105.1235,
hbp2_30_8,1559,323,132.0000,0.0000,39.9786,
hbp2_30_9,2241,539,91.0000,0.0299,600.3378,
hbp2_30_10,2825,868,91.0000,0.3482,600.2986,
hbp3_15_1,5447,1348,115.0000,0.3735,602.0636,
hbp3_15_2,3844,939,120.0000,0.5243,600.5875,
hbp3_15_3,4904,1329,132.0000,0.3003,600.4027,
hbp3_15_4,7498,2079,
hbp3_15_5,1989,943,55.0000,0.0303,600.4845,
hbp3_15_6,3384,878,122.0000,0.3386,600.7209,
hbp3_15_7,6777,1861,55.0000,0.0000,97.2952,
hbp3_15_8,4224,1568,59.0000,0.0000,230.3250,
hbp3_15_9,4624,1391,74.0000,0.0000,478.5440,
hbp3_15_10,2774,717,133.0000,0.2732,600.2532,
hbp3_30_1,2924,939,116.0000,0.2250,600.4875,
hbp3_30_2,5430,1179,79.0000,0.0000,229.3663,
hbp3_30_3,4819,1050,64.0000,0.0209,600.5329,
hbp3_30_4,1353,538,92.0000,0.0400,600.3408,
hbp3_30_5,4677,1100,88.0000,0.0000,487.3662,
hbp3_30_6,6323,1714,152.0000,0.5109,601.0527,
hbp3_30_7,8534,2351,130.0000,0.4397,600.7604,
hbp3_30_8,2196,639,73.0000,0.0217,600.4529,
hbp3_30_9,4361,1461,104.0000,0.3011,600.6707,
hbp3_30_10,2340,650,49.0000,0.0431,600.3012,
hbp4_15_1,8782,2010,153.0000,0.3110,600.7430,
hbp4_15_2,9288,2443,
hbp4_15_3,6613,1471,168.0000,0.3176,601.3284,
hbp4_15_4,2751,969,228.0000,1.0000,600.8652,
hbp4_15_5,3677,1063,142.0000,0.0140,600.9612,
hbp4_15_6,2028,863,101.0000,0.0200,600.7137,
hbp4_15_7,3487,838,263.0000,0.7243,600.4387,
hbp4_15_8,3058,1001,109.0000,0.3392,600.8521,
hbp4_15_9,3847,819,281.0000,0.6998,600.5234,
hbp4_15_10,4839,1022,196.0000,0.5768,600.5655,
hbp4_30_1,5620,1296,170.0000,0.5236,602.8598,
hbp4_30_2,6193,1621,203.0000,0.5519,600.8874,
hbp4_30_3,2861,974,148.0000,0.2126,600.7925,
hbp4_30_4,3976,987,136.0000,0.3483,600.8292,
hbp4_30_5,5404,1419,230.0000,0.6284,602.0440,
hbp4_30_6,6598,1880,148.0000,0.2728,601.3743,
hbp4_30_7,3558,851,188.0000,0.3967,600.6841,
hbp4_30_8,11232,3434,
hbp4_30_9,9836,3407,104.0000,0.3324,603.3771,
hbp4_30_10,2594,734,126.0000,0.3263,600.9233,
hbp5_15_1,2249,922,183.0000,0.1944,600.8267,
hbp5_15_2,3467,1028,318.0000,0.6998,600.6330,
hbp5_15_3,8940,2538,152.0000,0.0360,601.5820,
hbp5_15_4,8827,2155,136.0000,0.0299,600.8128,
hbp5_15_5,5058,2028,86.0000,0.0245,600.7703,
hbp5_15_6,5979,1634,196.0000,0.3622,600.7628,
hbp5_15_7,8437,2593,297.0000,0.6632,600.8551,
hbp5_15_8,4446,1282,154.0000,0.3607,601.4633,
hbp5_15_9,4510,1064,251.0000,0.2887,600.6822,
hbp5_15_10,10071,2384,334.0000,1.0000,602.2932,
hbp5_30_1,7747,2115,319.0000,0.5783,601.5605,
hbp5_30_2,8462,2152,311.0000,0.5309,601.2331,
hbp5_30_3,5705,1604,114.0000,0.0276,600.6536,
hbp5_30_4,9399,2403,128.0000,0.0348,600.7497,
hbp5_30_5,3352,1571,169.0000,0.3654,600.6414,
hbp5_30_6,8661,2097,360.0000,1.0000,602.7279,
hbp5_30_7,7430,2171,
hbp5_30_8,5923,1879,158.0000,0.2103,602.3231,
hbp5_30_9,9302,1975,272.0000,0.5397,600.8881,
hbp5_30_10,6680,1667,
